"city_key","city_name","incident_code","incident_date","incident_latitude","incident_longitude","incident_address","incident_source_original_type","incident_offense_code","incident_offense","incident_offense_description","incident_offense_detail_description","incident_offense_crime_against","incident_offense_action"
"SFO","San Francisco","103578563010","06-01-2021 11:23:00","37.7713142","-122.459162","JOHN F KENNEDY DR \ NANCY PELOSI DR","Other","90Z","All Other Offenses","All Other Offenses","All Other Offenses at JOHN F KENNEDY DR \ NANCY PELOSI DR","Person, Property, or Society","C"
"SFO","San Francisco","103578504012","06-01-2021 11:23:00","37.7713142","-122.459162","JOHN F KENNEDY DR \ NANCY PELOSI DR","Aggravated Assault","13A","Assault Offenses","Aggravated Assault","Aggravated Assault at JOHN F KENNEDY DR \ NANCY PELOSI DR","Person","C"
"SFO","San Francisco","103578419022","06-01-2021 11:27:00","37.7299098","-122.3971769","WILLIAMS AVE \ NEPTUNE ST","Disorderly Conduct","90C","Disorderly Conduct","Disorderly Conduct","Disorderly Conduct at WILLIAMS AVE \ NEPTUNE ST","Society","C"
"SFO","San Francisco","103688327195","06-01-2021 11:30:00","37.7230802","-122.4523316","FRIDA KAHLO WAY \ GENEVA AVE \ OCEAN AVE","Trespass","90J","Trespass of Real Property","Trespass of Real Property","Trespass of Real Property at FRIDA KAHLO WAY \ GENEVA AVE \ OCEAN AVE","Society","C"
"SFO","San Francisco","103580607100","06-01-2021 11:40:00","37.7897399","-122.4120759","TAYLOR ST \ BUSH ST","Vandalism","290","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property at TAYLOR ST \ BUSH ST","Property","C"
"SFO","San Francisco","103580664085","06-01-2021 11:40:00","37.7897399","-122.4120759","TAYLOR ST \ BUSH ST","Other","90Z","All Other Offenses","All Other Offenses","All Other Offenses at TAYLOR ST \ BUSH ST","Person, Property, or Society","C"
"SFO","San Francisco","103580651040","06-01-2021 11:40:00","37.7897399","-122.4120759","TAYLOR ST \ BUSH ST","Non-Criminal","90Z","All Other Offenses","All Other Offenses","All Other Offenses at TAYLOR ST \ BUSH ST","Person, Property, or Society","C"
"SFO","San Francisco","103611306244","06-01-2021 11:45:00","37.8069629","-122.4104976","STOCKTON ST \ NORTH POINT ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at STOCKTON ST \ NORTH POINT ST","Property","C"
"SFO","San Francisco","103689709029","06-01-2021 12:00:00","37.7831013","-122.4191818","POLK ST \ EDDY ST","Fraud","26A","Fraud Offenses","False Pretenses/Swindle/Confidence Game","False Pretenses/Swindle/Confidence Game at POLK ST \ EDDY ST","Property","C"
"SFO","San Francisco","104182474000","06-01-2021 12:00:00","37.7839325","-122.4125953","EDDY ST \ JONES ST","Missing Adult","90Z","All Other Offenses","All Other Offenses","All Other Offenses at EDDY ST \ JONES ST","Person, Property, or Society","C"
"SFO","San Francisco","104230809020","06-01-2021 12:00:00","37.7810765","-122.4044037","TEHAMA ST \ 05TH ST","Forgery And Counterfeiting","250","Counterfeiting/Forgery","Counterfeiting/Forgery","Counterfeiting/Forgery at TEHAMA ST \ 05TH ST","Property","C"
"SFO","San Francisco","104299209020","06-01-2021 12:00:00","37.7686481","-122.4029269","ALAMEDA ST \ RHODE ISLAND ST","Forgery And Counterfeiting","250","Counterfeiting/Forgery","Counterfeiting/Forgery","Counterfeiting/Forgery at ALAMEDA ST \ RHODE ISLAND ST","Property","C"
"SFO","San Francisco","103788564070","06-01-2021 12:00:00","37.7851672","-122.4179015","OFARRELL ST \ LARKIN ST","Suspicious Occ","N/A","Suspicious Activity","Suspicious Activity/All Other","Suspicious Activity/All Other at OFARRELL ST \ LARKIN ST","Society","C"
"SFO","San Francisco","104042661030","06-01-2021 12:00:00","37.7878624","-122.4268647","BUSH ST \ OCTAVIA ST","Other","90Z","All Other Offenses","All Other Offenses","All Other Offenses at BUSH ST \ OCTAVIA ST","Person, Property, or Society","C"
"SFO","San Francisco","103722028110","06-01-2021 12:00:00","37.7796577","-122.4092835","MINNA ST \ RUSS ST","Vandalism","290","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property at MINNA ST \ RUSS ST","Property","C"
"SFO","San Francisco","103750706244","06-01-2021 12:00:00","37.7894336","-122.406957","STOCKTON ST \ STOCKTON TUNL \ SUTTER ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at STOCKTON ST \ STOCKTON TUNL \ SUTTER ST","Property","C"
"SFO","San Francisco","103731174000","06-01-2021 12:00:00","37.7451462","-122.4429495","CAMEO WAY \ DUNCAN ST","Missing Adult","90Z","All Other Offenses","All Other Offenses","All Other Offenses at CAMEO WAY \ DUNCAN ST","Person, Property, or Society","C"
"SFO","San Francisco","103748206374","06-01-2021 12:00:00","37.7808797","-122.4674877","GEARY BLVD \ 09TH AVE","Larceny Theft - Other","23H","Larceny/Theft Offenses","All Other Larceny","All Other Larceny at GEARY BLVD \ 09TH AVE","Property","C"
"SFO","San Francisco","103746406244","06-01-2021 12:00:00","37.7659246","-122.4664425","09TH AVE \ LINCOLN WAY","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at 09TH AVE \ LINCOLN WAY","Property","C"
"SFO","San Francisco","103781206244","06-01-2021 12:00:00","37.8029268","-122.4197973","HYDE ST \ CHESTNUT ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at HYDE ST \ CHESTNUT ST","Property","C"
"SFO","San Francisco","103651907021","06-01-2021 12:00:00","37.7558717","-122.4819603","MORAGA ST \ 24TH AVE","Motor Vehicle Theft","240","Motor Vehicle Theft","Motor Vehicle Theft","Motor Vehicle Theft at MORAGA ST \ 24TH AVE","Property","C"
"SFO","San Francisco","104600775000","06-01-2021 12:00:00","37.7451462","-122.4429495","CAMEO WAY \ DUNCAN ST","Missing Person","90Z","All Other Offenses","All Other Offenses","All Other Offenses at CAMEO WAY \ DUNCAN ST","Person, Property, or Society","C"
"SFO","San Francisco","105043671013","06-01-2021 12:00:00","37.7837237","-122.4142416","EDDY ST \ LEAVENWORTH ST","Theft From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at EDDY ST \ LEAVENWORTH ST","Property","C"
"SFO","San Francisco","104627805041","06-01-2021 12:00:00","37.771369","-122.4239734","MARKET ST \ MCCOPPIN ST \ PEARL ST","Burglary - Residential","220","Burglary/Breaking & Entering","Burglary/Breaking & Entering","Burglary/Breaking & Entering at MARKET ST \ MCCOPPIN ST \ PEARL ST","Property","C"
"SFO","San Francisco","103594064020","06-01-2021 12:00:00","37.7943537","-122.4197528","LARKIN ST \ JACKSON ST","Other","90Z","All Other Offenses","All Other Offenses","All Other Offenses at LARKIN ST \ JACKSON ST","Person, Property, or Society","C"
"SFO","San Francisco","103586506244","06-01-2021 12:00:00","37.7193093","-122.4388635","KENNY ALY \ MISSION ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at KENNY ALY \ MISSION ST","Property","C"
"SFO","San Francisco","103846809029","06-01-2021 12:00:00","37.7831013","-122.4191818","POLK ST \ EDDY ST","Fraud","26A","Fraud Offenses","False Pretenses/Swindle/Confidence Game","False Pretenses/Swindle/Confidence Game at POLK ST \ EDDY ST","Property","C"
"SFO","San Francisco","103580064020","06-01-2021 12:10:00","37.7586325","-122.4190527","20TH ST \ MISSION ST","Other","90Z","All Other Offenses","All Other Offenses","All Other Offenses at 20TH ST \ MISSION ST","Person, Property, or Society","C"
"SFO","San Francisco","103614628135","06-01-2021 12:12:00","37.8009337","-122.4052401","UNION ST \ CASTLE ST","Other","90Z","All Other Offenses","All Other Offenses","All Other Offenses at UNION ST \ CASTLE ST","Person, Property, or Society","C"
"SFO","San Francisco","104073264070","06-01-2021 12:13:00","37.7289423","-122.3785418","LA SALLE AVE \ GRIFFITH ST \ NAVY RD","Suspicious Occ","N/A","Suspicious Activity","Suspicious Activity/All Other","Suspicious Activity/All Other at LA SALLE AVE \ GRIFFITH ST \ NAVY RD","Society","C"
"SFO","San Francisco","103585303044","06-01-2021 12:20:00","37.7824504","-122.4392977","DIVISADERO ST \ OFARRELL ST","Robbery - Commercial","120","Robbery","Robbery","Robbery at DIVISADERO ST \ OFARRELL ST","Property","C"
"SFO","San Francisco","103585303401","06-01-2021 12:20:00","37.7824504","-122.4392977","DIVISADERO ST \ OFARRELL ST","Robbery - Commercial","120","Robbery","Robbery","Robbery at DIVISADERO ST \ OFARRELL ST","Property","C"
"SFO","San Francisco","103587106244","06-01-2021 12:20:00","37.8056959","-122.4053573","FRANCISCO ST \ MONTGOMERY ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at FRANCISCO ST \ MONTGOMERY ST","Property","C"
"SFO","San Francisco","103579207041","06-01-2021 12:24:00","37.7524268","-122.394587","25TH ST \ DAKOTA ST \ TEXAS ST","Recovered Vehicle","90Z","All Other Offenses","All Other Offenses","All Other Offenses at 25TH ST \ DAKOTA ST \ TEXAS ST","Person, Property, or Society","C"
"SFO","San Francisco","103585606244","06-01-2021 12:30:00","37.7657826","-122.4696539","LINCOLN WAY \ 12TH AVE","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at LINCOLN WAY \ 12TH AVE","Property","C"
"SFO","San Francisco","103616472000","06-01-2021 12:30:00","37.8034126","-122.423275","FRANCISCO ST \ POLK ST","Non-Criminal","90Z","All Other Offenses","All Other Offenses","All Other Offenses at FRANCISCO ST \ POLK ST","Person, Property, or Society","C"
"SFO","San Francisco","103580306244","06-01-2021 12:30:00","37.8054966","-122.4220069","NORTH POINT ST \ LARKIN ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at NORTH POINT ST \ LARKIN ST","Property","C"
"SFO","San Francisco","103582806241","06-01-2021 12:30:00","37.7703993","-122.4601076","BOWLING GREEN DR \ NANCY PELOSI DR","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at BOWLING GREEN DR \ NANCY PELOSI DR","Property","C"
"SFO","San Francisco","103718506244","06-01-2021 12:30:00","37.7767596","-122.4313845","FILLMORE ST \ GROVE ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at FILLMORE ST \ GROVE ST","Property","C"
"SFO","San Francisco","103584206244","06-01-2021 12:30:00","37.806758","-122.4121415","NORTH POINT ST \ POWELL ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at NORTH POINT ST \ POWELL ST","Property","C"
"SFO","San Francisco","103909006244","06-01-2021 12:30:00","37.8017873","-122.4466096","BAY ST \ BAKER ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at BAY ST \ BAKER ST","Property","C"
"SFO","San Francisco","103581706241","06-01-2021 12:34:00","37.8072758","-122.4156165","TAYLOR ST \ BEACH ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at TAYLOR ST \ BEACH ST","Property","C"
"SFO","San Francisco","103584106242","06-01-2021 12:40:00","37.8017584","-122.4212576","LOMBARD ST \ LARKIN ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at LOMBARD ST \ LARKIN ST","Property","C"
"SFO","San Francisco","103579406244","06-01-2021 12:40:00","37.8022013","-122.4179663","LEAVENWORTH ST \ LOMBARD ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at LEAVENWORTH ST \ LOMBARD ST","Property","C"
"SFO","San Francisco","103582406244","06-01-2021 12:45:00","37.7696618","-122.4496452","BELVEDERE ST \ HAIGHT ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at BELVEDERE ST \ HAIGHT ST","Property","C"
"SFO","San Francisco","103581672000","06-01-2021 12:45:00","37.7301646","-122.3989705","APOLLO ST \ WILLIAMS AVE","Non-Criminal","90Z","All Other Offenses","All Other Offenses","All Other Offenses at APOLLO ST \ WILLIAMS AVE","Person, Property, or Society","C"
"SFO","San Francisco","103585406244","06-01-2021 12:50:00","37.8029268","-122.4197973","HYDE ST \ CHESTNUT ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at HYDE ST \ CHESTNUT ST","Property","C"
"SFO","San Francisco","103744806244","06-01-2021 12:55:00","37.7813271","-122.4998706","39TH AVE \ CLEMENT ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at 39TH AVE \ CLEMENT ST","Property","C"
"SFO","San Francisco","103723306303","06-01-2021 13:00:00","37.7609547","-122.4339036","18TH ST \ HARTFORD ST","Larceny Theft - From Building","23D","Larceny/Theft Offenses","Theft From Building","Theft From Building at 18TH ST \ HARTFORD ST","Property","C"
"SFO","San Francisco","103583306243","06-01-2021 13:00:00","37.7670568","-122.4732799","STOW LAKE DR \ MARTIN LUTHER KING JR DR","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at STOW LAKE DR \ MARTIN LUTHER KING JR DR","Property","C"
"SFO","San Francisco","103751828150","06-01-2021 13:00:00","37.804896","-122.4117665","FRANCISCO ST \ POWELL ST","Vandalism","290","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property at FRANCISCO ST \ POWELL ST","Property","C"
"SFO","San Francisco","103579515162","06-01-2021 13:04:00","37.781759","-122.4146832","CONTINUUM WAY \ GOLDEN GATE AVE","Other","90Z","All Other Offenses","All Other Offenses","All Other Offenses at CONTINUUM WAY \ GOLDEN GATE AVE","Person, Property, or Society","C"
"SFO","San Francisco","103581106244","06-01-2021 13:15:00","37.7657826","-122.4696539","LINCOLN WAY \ 12TH AVE","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at LINCOLN WAY \ 12TH AVE","Property","C"
"SFO","San Francisco","103581412030","06-01-2021 13:15:00","37.7358032","-122.3834255","CASHMERE ST \ HUDSON AVE","Weapons Offense","520","Weapon Law Violations","Weapon Law Violations","Weapon Law Violations at CASHMERE ST \ HUDSON AVE","Society","C"
"SFO","San Francisco","103582965010","06-01-2021 13:22:00","37.7650513","-122.419669","16TH ST \ MISSION ST","Traffic Violation Arrest","90Z","All Other Offenses","All Other Offenses","All Other Offenses at 16TH ST \ MISSION ST","Person, Property, or Society","C"
"SFO","San Francisco","103582965015","06-01-2021 13:22:00","37.7650513","-122.419669","16TH ST \ MISSION ST","Other","90Z","All Other Offenses","All Other Offenses","All Other Offenses at 16TH ST \ MISSION ST","Person, Property, or Society","C"
"SFO","San Francisco","103582915162","06-01-2021 13:22:00","37.7650513","-122.419669","16TH ST \ MISSION ST","Other","90Z","All Other Offenses","All Other Offenses","All Other Offenses at 16TH ST \ MISSION ST","Person, Property, or Society","C"
"SFO","San Francisco","103585206244","06-01-2021 13:22:00","37.7770909","-122.4213305","FRANKLIN ST \ HAYES ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at FRANKLIN ST \ HAYES ST","Property","C"
"SFO","San Francisco","103590571013","06-01-2021 13:30:00","37.7735248","-122.4493259","CLAYTON ST \ HAYES ST","Theft From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at CLAYTON ST \ HAYES ST","Property","C"
"SFO","San Francisco","103746906244","06-01-2021 13:30:00","37.771396","-122.5098948","FULTON ST \ LA PLAYA","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at FULTON ST \ LA PLAYA","Property","C"
"SFO","San Francisco","103588106243","06-01-2021 13:30:00","37.7924082","-122.3985879","FRONT ST \ PINE ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at FRONT ST \ PINE ST","Property","C"
"SFO","San Francisco","103679028150","06-01-2021 13:30:00","37.8054966","-122.4220069","NORTH POINT ST \ LARKIN ST","Vandalism","290","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property at NORTH POINT ST \ LARKIN ST","Property","C"
"SFO","San Francisco","103582206244","06-01-2021 13:30:00","37.8063434","-122.4154316","TAYLOR ST \ NORTH POINT ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at TAYLOR ST \ NORTH POINT ST","Property","C"
"SFO","San Francisco","104167571000","06-01-2021 13:35:00","37.7405691","-122.4894901","32ND AVE \ ULLOA ST","Lost Property","90Z","All Other Offenses","All Other Offenses","All Other Offenses at 32ND AVE \ ULLOA ST","Person, Property, or Society","C"
"SFO","San Francisco","103647406372","06-01-2021 13:35:00","37.7405691","-122.4894901","32ND AVE \ ULLOA ST","Larceny Theft - Other","23H","Larceny/Theft Offenses","All Other Larceny","All Other Larceny at 32ND AVE \ ULLOA ST","Property","C"
"SFO","San Francisco","103611206244","06-01-2021 13:45:00","37.8081107","-122.4090505","THE EMBARCADERO \ BEACH ST \ GRANT AVE","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at THE EMBARCADERO \ BEACH ST \ GRANT AVE","Property","C"
